l_elbow_min,l_elbow_max,l_elbow_mean,l_elbow_std,r_elbow_min,r_elbow_max,r_elbow_mean,r_elbow_std,l_shoulder_min,l_shoulder_max,l_shoulder_mean,l_shoulder_std,r_shoulder_min,r_shoulder_max,r_shoulder_mean,r_shoulder_std,l_hip_min,l_hip_max,l_hip_mean,l_hip_std,r_hip_min,r_hip_max,r_hip_mean,r_hip_std,l_knee_min,l_knee_max,l_knee_mean,l_knee_std,r_knee_min,r_knee_max,r_knee_mean,r_knee_std,sym_elbow,sym_shoulder,sym_hip,sym_knee,rom,max_speed,phase_ratio,duration,label
95.08432006835938,179.73947143554688,154.77249145507812,27.628318786621094,17.026521682739258,179.4362030029297,110.6802749633789,43.10594940185547,10.775165557861328,67.47388458251953,38.8991584777832,13.369340896606445,0.5221137404441833,117.43406677246094,27.10331153869629,34.96066665649414,10.764720916748047,156.4513397216797,105.77140045166016,53.644901275634766,17.500011444091797,174.86502075195312,117.4085693359375,47.61717987060547,42.3255500793457,167.78298950195312,124.94236755371094,40.96592330932617,22.575998306274414,179.16006469726562,129.88693237304688,49.18318557739258,84.25276947021484,28.90573501586914,32.44424819946289,34.4608039855957,84.65514373779297,46.1541862487793,0.4615384638309479,0.38333332538604736,wrong
21.715900421142578,166.90872192382812,91.46017456054688,46.33292770385742,14.191109657287598,144.25955200195312,88.30970764160156,37.71247100830078,28.11893081665039,174.19166564941406,107.65786743164062,51.383941650390625,1.8357326984405518,176.0979766845703,98.5425033569336,60.841915130615234,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,60.697776794433594,64.16755676269531,0.0,0.0,145.1928253173828,136.35975646972656,0.5,0.2666666805744171,wrong
38.16814041137695,154.86573791503906,111.68008422851562,43.579898834228516,36.79553985595703,145.69065856933594,79.2659683227539,37.41292190551758,41.666465759277344,165.14590454101562,110.58451080322266,38.07950210571289,55.49412155151367,152.28305053710938,98.17418670654297,33.86091232299805,152.81097412109375,170.13070678710938,160.13363647460938,5.28483772277832,148.02569580078125,165.49070739746094,159.3963165283203,5.249171257019043,0.0,180.0,90.0,0.0,163.33377075195312,178.7126007080078,171.65576171875,4.467954635620117,33.07217788696289,19.269283294677734,8.412081718444824,0.0,116.69760131835938,48.38966751098633,0.5,0.5,wrong
97.34788513183594,154.49830627441406,126.64691162109375,18.129772186279297,24.00299072265625,105.27481842041016,52.84061813354492,26.809478759765625,34.68558883666992,112.25613403320312,75.8697738647461,27.70827865600586,72.59747314453125,153.55686950683594,102.11834716796875,25.554222106933594,154.37753295898438,166.9366455078125,160.91082763671875,3.378955125808716,144.13482666015625,151.24429321289062,147.8900909423828,2.3057830333709717,127.32496643066406,139.02203369140625,131.71044921875,4.611697196960449,172.5517578125,177.94541931152344,175.27532958984375,1.532083511352539,73.8062973022461,26.284751892089844,13.020730972290039,42.0405158996582,57.150413513183594,38.65776443481445,0.47058823704719543,0.28333333134651184,wrong
134.4987335205078,169.95513916015625,147.81336975097656,9.493313789367676,25.79484748840332,113.64369201660156,63.349666595458984,33.83678436279297,66.32856750488281,113.9903793334961,97.08700561523438,18.565771102905273,78.9931411743164,153.14292907714844,109.88874053955078,28.153736114501953,163.8765869140625,179.2410125732422,174.0784912109375,4.681145668029785,151.195068359375,159.3188018798828,154.00460815429688,2.034546375274658,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,77.33793640136719,20.3270263671875,20.07388687133789,0.0,35.45640563964844,21.6800479888916,0.4444444477558136,0.20000000298023224,wrong
128.49102783203125,179.7913360595703,156.25950622558594,15.675444602966309,26.3464298248291,71.31719970703125,41.133243560791016,11.87266731262207,93.53778839111328,114.3800048828125,102.79656219482422,5.575072288513184,75.01437377929688,114.48991394042969,86.09740447998047,10.669455528259277,99.43577575683594,178.6678924560547,160.94448852539062,19.071840286254883,147.28237915039062,174.18142700195312,156.91348266601562,6.781105995178223,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,115.12626647949219,18.38680076599121,18.0928955078125,0.0,51.30031204223633,26.54915428161621,0.5,0.23333333432674408,wrong
92.76266479492188,156.8833465576172,124.38375854492188,17.103601455688477,23.420358657836914,118.22769927978516,51.686763763427734,28.381345748901367,39.60628128051758,120.02259826660156,73.6239013671875,24.59291648864746,73.14319610595703,162.69139099121094,103.34082794189453,26.033174514770508,153.941162109375,168.9617156982422,158.81979370117188,3.6851963996887207,143.59857177734375,151.44772338867188,147.50732421875,1.929053544998169,127.88319396972656,129.6548614501953,128.98992919921875,0.6601991057395935,174.44700622558594,179.77493286132812,177.4480743408203,1.7121587991714478,72.69700622558594,29.716928482055664,11.312438011169434,48.59904098510742,64.12068176269531,41.189544677734375,0.5,0.36666667461395264,wrong
135.17788696289062,161.58938598632812,152.12962341308594,9.313202857971191,25.910194396972656,44.587345123291016,34.40922164916992,6.84313440322876,71.12004852294922,103.8514633178711,84.77224731445312,11.049960136413574,75.54447174072266,97.75855255126953,86.5481948852539,8.029346466064453,164.10687255859375,178.01531982421875,171.87850952148438,3.8906564712524414,147.5264892578125,156.83486938476562,153.61582946777344,3.3571083545684814,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,117.0135726928711,4.392216205596924,18.262666702270508,0.0,26.411502838134766,26.411502838134766,0.4444444477558136,0.1666666716337204,wrong
127.1705093383789,177.72918701171875,155.47000122070312,13.960487365722656,26.625993728637695,69.70246124267578,38.876258850097656,12.348981857299805,87.00325775146484,108.56685638427734,97.91256713867188,6.027534484863281,75.91053009033203,112.17144775390625,85.90499114990234,10.99376392364502,136.9135284423828,173.5149383544922,154.60000610351562,13.684148788452148,147.79742431640625,170.44281005859375,156.53219604492188,6.833034992218018,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,116.59375,13.965503692626953,15.809317588806152,0.0,50.55867004394531,33.517051696777344,0.5,0.20000000298023224,wrong
25.751035690307617,159.64340209960938,126.87372589111328,33.05605697631836,16.9832763671875,64.19104766845703,33.15589141845703,12.197685241699219,58.978309631347656,177.28187561035156,93.27031707763672,29.648006439208984,38.37443923950195,107.59716796875,73.33464050292969,16.25566291809082,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,93.71782684326172,19.93567657470703,0.0,0.0,133.8923797607422,133.1481170654297,0.4615384638309479,0.21666666865348816,wrong
0.0,180.0,90.0,0.0,1.9721577167510986,179.52072143554688,67.78328704833984,81.74919891357422,0.0,180.0,90.0,0.0,53.64508819580078,114.29837036132812,92.99833679199219,20.85344886779785,166.55612182617188,179.09304809570312,173.9403839111328,3.471245765686035,171.46690368652344,179.9652862548828,177.59251403808594,2.013774871826172,95.2593994140625,166.7059326171875,120.37596130371094,19.18843650817871,83.41056823730469,128.35824584960938,98.34019470214844,10.442676544189453,0.0,0.0,4.638408660888672,26.6060848236084,0.0,0.0,0.5,0.4833333194255829,wrong
0.0,180.0,90.0,0.0,0.7357667684555054,179.954345703125,110.13225555419922,80.00736236572266,0.0,180.0,90.0,0.0,49.00508499145508,119.55340576171875,85.75507354736328,22.5588436126709,166.25428771972656,179.88185119628906,175.1768035888672,3.789860486984253,170.27020263671875,179.8798828125,175.6973419189453,2.916006088256836,102.37820434570312,159.2805633544922,124.66890716552734,14.895986557006836,82.99681854248047,151.4156036376953,105.49872589111328,15.256078720092773,0.0,1.0547573566436768,4.232760906219482,19.170175552368164,0.0,0.0,0.5,0.5166666507720947,wrong
0.0,180.0,90.0,0.0,3.5887372493743896,173.89044189453125,111.71878051757812,73.4757080078125,0.0,180.0,90.0,0.0,58.973079681396484,127.03069305419922,81.92347717285156,23.99955940246582,165.4635009765625,179.4130401611328,173.88589477539062,3.6071722507476807,166.93809509277344,179.01065063476562,173.63186645507812,3.728025436401367,110.51396942138672,154.3639678955078,128.0405731201172,13.179695129394531,91.4761734008789,128.92324829101562,100.40768432617188,7.871182918548584,0.0,0.0,4.20086145401001,27.63288116455078,0.0,0.0,0.5,0.30000001192092896,wrong
0.0,180.0,90.0,0.0,152.77976989746094,175.73736572265625,168.30316162109375,7.453319072723389,0.0,180.0,90.0,0.0,61.13266372680664,69.13219451904297,66.5808334350586,2.1405978202819824,168.9815216064453,178.4534454345703,174.8313446044922,2.831059694290161,164.1984405517578,173.83074951171875,169.45924377441406,2.9087960720062256,90.31965637207031,159.0601806640625,125.1904525756836,23.956064224243164,96.58346557617188,111.09235382080078,101.15319061279297,3.8042221069335938,0.0,0.0,6.270349979400635,27.69165802001953,0.0,0.0,0.5,0.18333333730697632,correct
0.0,180.0,90.0,0.0,2.7089266777038574,170.25205993652344,44.570960998535156,61.57168960571289,0.0,180.0,90.0,0.0,4.020857810974121,122.80939483642578,98.72551727294922,35.01164245605469,168.81138610839844,178.32203674316406,174.4481658935547,2.632302761077881,168.8041229248047,179.56536865234375,173.7297821044922,3.2432563304901123,101.46914672851562,135.54026794433594,115.5119400024414,9.815423011779785,87.20436096191406,106.19536590576172,95.81529998779297,5.565104007720947,0.0,0.0,4.639726638793945,19.696659088134766,0.0,0.0,0.5,0.18333333730697632,wrong
0.0,180.0,90.0,0.0,2.632540225982666,179.5704345703125,116.32795715332031,75.97797393798828,0.0,180.0,90.0,0.0,13.060612678527832,172.9584197998047,86.85164642333984,28.64533233642578,158.09849548339844,179.87289428710938,171.47427368164062,5.587854862213135,159.0489044189453,178.48793029785156,168.7767333984375,5.335885047912598,92.57538604736328,160.80581665039062,133.7169189453125,16.394872665405273,91.99687194824219,171.71139526367188,128.90150451660156,18.02528190612793,0.0,0.0,7.165698051452637,16.469709396362305,0.0,0.0,0.5,0.38333332538604736,wrong
0.0,180.0,90.0,0.0,0.6193780303001404,177.246826171875,123.58500671386719,71.47940063476562,0.0,180.0,90.0,0.0,40.76694107055664,108.5099105834961,70.30260467529297,21.024980545043945,99.65951538085938,179.85508728027344,159.6591796875,29.109283447265625,77.7430648803711,179.8679656982422,168.2237091064453,22.877775192260742,22.86060333251953,178.34422302246094,140.5803985595703,57.954036712646484,26.23466682434082,174.9729766845703,157.1009979248047,36.51434326171875,0.0,0.0,10.656580924987793,15.565650939941406,0.0,0.0,0.5,0.38333332538604736,wrong
21.52674102783203,168.21421813964844,143.19627380371094,42.021873474121094,0.8542502522468567,179.37136840820312,121.86065673828125,75.2490463256836,3.0126261711120605,149.97836303710938,64.66148376464844,31.041122436523438,0.08813546597957611,101.35881042480469,73.32032012939453,20.71542739868164,0.0,180.0,90.0,0.0,153.65194702148438,179.96775817871094,173.67544555664062,6.926759243011475,0.0,180.0,90.0,0.0,167.37779235839844,173.10134887695312,170.33303833007812,1.765669822692871,35.951454162597656,25.81056022644043,0.0,0.0,146.68746948242188,137.1182403564453,0.5,0.46666666865348816,wrong
149.47222900390625,179.60308837890625,167.89126586914062,9.606168746948242,117.77072143554688,162.16104125976562,146.61355590820312,12.806084632873535,97.06915283203125,122.43544006347656,107.6895751953125,7.150402545928955,41.007659912109375,67.27426147460938,55.525169372558594,8.950776100158691,129.6381072998047,179.6438751220703,161.8741455078125,16.024818420410156,120.28643035888672,170.2837371826172,151.748046875,14.472719192504883,126.83509826660156,178.18565368652344,157.4122314453125,16.95939826965332,0.0,180.0,90.0,0.0,20.38153648376465,53.41596603393555,10.691142082214355,0.0,30.1308650970459,16.563987731933594,0.4883720874786377,0.7166666388511658,correct
2.2746353149414062,178.4298553466797,72.04049682617188,79.74176025390625,0.0,180.0,90.0,0.0,79.96874237060547,116.7588119506836,97.83491516113281,8.764426231384277,0.0,180.0,90.0,0.0,145.57777404785156,179.8433380126953,170.03941345214844,9.790120124816895,135.4208984375,177.35260009765625,162.7861328125,12.710354804992676,129.40345764160156,176.34971618652344,158.35031127929688,13.043643951416016,129.38302612304688,162.5305633544922,144.3463592529297,7.5074286460876465,0.0,0.0,9.651116371154785,19.28164291381836,176.1552276611328,164.15841674804688,0.46666666865348816,0.25,wrong
3.6685190200805664,177.64749145507812,92.64091491699219,78.51603698730469,0.0,180.0,90.0,0.0,92.78993225097656,167.3690643310547,103.97821044921875,15.611787796020508,0.0,180.0,90.0,0.0,142.00059509277344,179.32455444335938,165.17567443847656,8.813361167907715,134.6792449951172,168.32888793945312,149.310546875,11.508070945739746,130.81573486328125,176.1207275390625,157.22299194335938,13.924802780151367,118.610107421875,178.34317016601562,149.79006958007812,15.489421844482422,0.0,0.0,16.523046493530273,18.754032135009766,173.97897338867188,84.53893280029297,0.5,0.3333333432674408,wrong
7.765891075134277,174.37049865722656,91.00377655029297,72.80738830566406,0.0,180.0,90.0,0.0,94.54534149169922,172.87521362304688,110.38968658447266,19.558115005493164,0.0,180.0,90.0,0.0,117.50484466552734,179.9279022216797,153.2716522216797,24.003774642944336,147.00086975097656,148.8870849609375,148.14700317382812,0.8218339681625366,133.60597229003906,178.45370483398438,153.6696014404297,16.251834869384766,0.0,180.0,90.0,0.0,0.0,0.0,24.148733139038086,0.0,166.60459899902344,112.32039642333984,0.4761904776096344,0.3499999940395355,wrong
5.564846992492676,174.4238739013672,80.77629852294922,73.46508026123047,0.0,180.0,90.0,0.0,88.09862518310547,164.65567016601562,107.24105834960938,18.743236541748047,0.0,180.0,90.0,0.0,108.87310028076172,172.4464111328125,151.83880615234375,19.23188591003418,0.0,180.0,90.0,0.0,154.88121032714844,158.64173889160156,156.83200073242188,1.5384657382965088,0.0,180.0,90.0,0.0,0.0,0.0,0.0,0.0,168.85902404785156,99.08392333984375,0.5,0.36666667461395264,wrong
1.023109793663025,179.59848022460938,85.47218322753906,82.26403045654297,0.0,180.0,90.0,0.0,91.06697082519531,162.66871643066406,98.9261703491211,15.173324584960938,0.0,180.0,90.0,0.0,139.91824340820312,179.95181274414062,161.14036560058594,13.072015762329102,0.0,180.0,90.0,0.0,131.3574676513672,161.82200622558594,151.96316528320312,9.041418075561523,0.0,180.0,90.0,0.0,0.0,0.0,0.0,0.0,178.5753631591797,171.57626342773438,0.5,0.3333333432674408,wrong
4.346606254577637,178.7765655517578,98.845947265625,79.46992492675781,0.0,180.0,90.0,0.0,91.4294204711914,127.21954345703125,102.7591323852539,8.18787956237793,0.0,180.0,90.0,0.0,99.17479705810547,177.97900390625,137.07745361328125,30.70977210998535,0.0,180.0,90.0,0.0,93.19893646240234,178.10494995117188,118.60237121582031,27.57670021057129,0.0,180.0,90.0,0.0,0.0,0.0,0.0,0.0,174.42996215820312,126.82889556884766,0.47826087474823,0.38333332538604736,wrong
4.371062755584717,179.14329528808594,93.2641372680664,78.3152084350586,0.0,180.0,90.0,0.0,90.28883361816406,154.27503967285156,104.17130279541016,15.97325325012207,0.0,180.0,90.0,0.0,91.8852310180664,168.3815460205078,130.31732177734375,29.658329010009766,0.0,180.0,90.0,0.0,94.41552734375,177.41310119628906,130.71722412109375,29.407617568969727,0.0,180.0,90.0,0.0,0.0,0.0,0.0,0.0,174.77223205566406,121.55059814453125,0.5,0.4000000059604645,wrong
159.79769897460938,178.29872131347656,173.2925567626953,4.7295427322387695,156.4378662109375,177.69134521484375,165.0882110595703,4.350653648376465,6.510422229766846,32.49123001098633,14.109657287597656,7.711337566375732,14.311910629272461,63.42540740966797,26.486446380615234,12.344523429870605,35.997745513916016,175.3016357421875,139.1922149658203,47.24516677856445,0.0,180.0,90.0,0.0,45.56675338745117,176.7869873046875,144.5718536376953,44.83221435546875,0.0,180.0,90.0,0.0,10.916423797607422,12.376790046691895,0.0,0.0,18.50101661682129,11.52146053314209,0.5,0.5333333611488342,correct
158.3104705810547,179.28704833984375,166.6811981201172,6.686637878417969,153.37576293945312,178.4626007080078,171.60203552246094,6.891167640686035,14.227202415466309,31.076936721801758,19.638635635375977,3.947153091430664,5.477471828460693,51.07598114013672,21.812231063842773,10.063155174255371,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,12.944122314453125,6.46968936920166,0.0,0.0,20.976581573486328,11.814619064331055,0.5,0.23333333432674408,correct
150.8702850341797,179.8798370361328,162.8627166748047,9.444411277770996,158.96041870117188,179.91502380371094,172.96078491210938,6.811003684997559,13.007765769958496,36.015689849853516,24.68819808959961,6.599324703216553,9.312887191772461,48.23370361328125,20.164928436279297,10.109162330627441,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,0.0,180.0,90.0,0.0,17.139408111572266,8.599506378173828,0.0,0.0,29.009550094604492,8.023764610290527,0.4848484992980957,0.550000011920929,correct
132.53878784179688,179.41343688964844,162.3715362548828,16.930728912353516,16.64137077331543,179.72694396972656,166.60818481445312,22.5675106048584,15.04985523223877,50.558265686035156,33.767059326171875,10.146106719970703,18.3338623046875,147.6517791748047,49.06455612182617,29.074214935302734,0.0,180.0,90.0,0.0,120.08509826660156,174.04550170898438,142.63015747070312,18.48035430908203,0.0,180.0,90.0,0.0,164.08758544921875,178.61386108398438,170.5904541015625,5.497655391693115,12.349218368530273,20.385028839111328,0.0,0.0,46.87466049194336,13.020252227783203,0.4909090995788574,1.0666667222976685,correct
0.0,180.0,90.0,0.0,152.7638702392578,178.81439208984375,170.8683624267578,7.698174953460693,0.0,180.0,90.0,0.0,72.78694915771484,101.9286880493164,87.07228088378906,7.596867561340332,139.98924255371094,171.11276245117188,155.34503173828125,8.07526969909668,142.1488037109375,162.32562255859375,155.23348999023438,4.754057884216309,109.47945404052734,125.3576889038086,119.5065689086914,5.573770523071289,84.3233642578125,115.7701416015625,94.56427764892578,8.544343948364258,0.0,0.0,5.112463474273682,29.940773010253906,0.0,0.0,0.5,0.38333332538604736,correct
